"249180010","PSZCZYNA                      ","2025","03","01","06",0.9,,,"8",,"N",,"8","SSW",,1,,1,,6,
"249180010","PSZCZYNA                      ","2025","03","01","12",3.2,,,"8",,"N",,"8","W  ",,3,,6,,6,
"249180010","PSZCZYNA                      ","2025","03","01","18",2.4,,,"8",,"N",,"8","W  ",,2,,8,,6,
"249180010","PSZCZYNA                      ","2025","03","02","06",0.4,,,"8",,"N",,"8","WSW",,2,,3,,6,
"249180010","PSZCZYNA                      ","2025","03","02","12",5.0,,,"8",,"N",,"8","W  ",,3,,4,,7,
"249180010","PSZCZYNA                      ","2025","03","02","18",1.2,,,"8",,"N",,"8","WSW",,2,,1,,6,
"249180010","PSZCZYNA                      ","2025","03","03","06",2.0,,,"8",,"N",,"8","SW ",,2,,8,,6,
"249180010","PSZCZYNA                      ","2025","03","03","12",6.1,,,"8","W","N",,"8","W  ",,3,,7,,7,
"249180010","PSZCZYNA                      ","2025","03","03","18",1.4,,,"8",,"N",,"8","C  ",,0,,4,,6,
"249180010","PSZCZYNA                      ","2025","03","04","06",-0.6,,,"8",,"N",,"8","SW ",,1,,0,,6,
"249180010","PSZCZYNA                      ","2025","03","04","12",10.8,,,"8","W","N",,"8","WSW",,3,,1,,7,
"249180010","PSZCZYNA                      ","2025","03","04","18",6.3,,,"8","W","N",,"8","SW ",,2,,1,,7,
"249180010","PSZCZYNA                      ","2025","03","05","06",0.2,,,"8",,"N",,"8","WSW",,1,,0,,8,
"249180010","PSZCZYNA                      ","2025","03","05","12",15.4,,,"8","W","N",,"8","WSW",,5,,0,,8,
"249180010","PSZCZYNA                      ","2025","03","05","18",10.0,,,"8","W","N",,"8","SW ",,2,,0,,8,
"249180010","PSZCZYNA                      ","2025","03","06","06",-0.4,,,"8",,"N",,"8","C  ",,0,,0,,6,
"249180010","PSZCZYNA                      ","2025","03","06","12",20.7,,,"8","W","N",,"8","SW ",,3,,0,,8,
"249180010","PSZCZYNA                      ","2025","03","06","18",12.2,,,"8","W","N",,"8","C  ",,0,,0,,8,
"249180010","PSZCZYNA                      ","2025","03","07","06",2.3,,,"8",,"N",,"8","N  ",,1,,6,,8,
"249180010","PSZCZYNA                      ","2025","03","07","12",19.0,,,"8","W","N",,"8","SSW",,2,,3,,8,
"249180010","PSZCZYNA                      ","2025","03","07","18",10.8,,,"8","W","N",,"8","C  ",,0,,2,,8,
"249180010","PSZCZYNA                      ","2025","03","08","06",2.9,,,"8",,"N",,"8","NNE",,1,,0,,6,
"249180010","PSZCZYNA                      ","2025","03","08","12",19.0,,,"8","W","N",,"8","ESE",,2,,0,,8,
"249180010","PSZCZYNA                      ","2025","03","08","18",8.8,,,"8","W","N",,"8","E  ",,2,,0,,8,
"249180010","PSZCZYNA                      ","2025","03","09","06",4.5,,,"8",,"N",,"8","E  ",,1,,6,,8,
"249180010","PSZCZYNA                      ","2025","03","09","12",19.7,,,"8","W","N",,"8","S  ",,2,,2,,8,
"249180010","PSZCZYNA                      ","2025","03","09","18",12.3,,,"8","W","N",,"8","C  ",,0,,6,,8,
